timestamp,screen_width,screen_height,left_gaze_x,left_gaze_y,right_gaze_x,right_gaze_y,face_x,face_y,face_z,focused?
1762839432.019,1470,956,519.09375,447.12916666666666,601.617157459259,455.9494091033936,582.7992618083954,509.9756429195404,-0.028092768043279648,False
1762839432.105,1470,956,519.09375,447.12916666666666,601.78125,456.0916666666667,583.1807541847229,510.07467770576477,-0.028033427894115448,False
1762839432.191,1470,956,519.09375,447.12916666666666,601.78125,456.0916666666667,583.2114207744598,509.7408769130707,-0.028051748871803284,False
1762839432.277,1470,956,520.2421875,447.12916666666666,601.617157459259,455.9494091033936,583.9634969830513,509.78509497642517,-0.02784462831914425,False
1762839432.364,1470,956,519.09375,448.125,601.78125,457.0875,582.8297531604767,508.3301725387573,-0.02819904498755932,False
1762839432.45,1470,956,514.5,451.1125,603.914032459259,459.93274243672687,584.9728658795357,508.61023926734924,-0.027796830981969833,False
1762839432.536,1470,956,524.8359375,447.12916666666666,606.375,456.0916666666667,586.1152401566505,507.7250232696533,-0.027442775666713715,False
1762839432.623,1470,956,523.6875,446.1333333333333,605.2265625,456.0916666666667,587.1217614412308,506.20702171325684,-0.02781049907207489,False
1762839432.709,1470,956,523.6875,445.1375,604.078125,456.0916666666667,586.93250477314,506.18354511260986,-0.02757040038704872,False
1762839432.799,1470,956,523.6875,445.1375,603.914032459259,455.9494091033936,587.4120864272118,506.59056782722473,-0.02758719213306904,False
1762839432.882,1470,956,524.8359375,447.12916666666666,606.375,456.0916666666667,588.6805441975594,508.034720659256,-0.027319584041833878,False
1762839432.969,1470,956,527.1328125,447.12916666666666,606.375,456.0916666666667,590.60014128685,508.66197896003723,-0.02724476344883442,False
1762839433.055,1470,956,528.28125,447.12916666666666,609.8203125,457.0875,594.7318509221077,509.85723423957825,-0.02704438753426075,False
1762839433.142,1470,956,531.7265625,447.12916666666666,609.8203125,457.0875,598.1046062707901,508.53337049484253,-0.027019020169973373,False
1762839433.23,1470,956,534.0234375,446.1333333333333,609.8203125,456.0916666666667,600.3251302242279,506.0281550884247,-0.027050254866480827,False
1762839433.314,1470,956,534.0234375,445.1375,609.8203125,456.0916666666667,601.7916503548622,505.2460765838623,-0.026901070028543472,False
1762839433.401,1470,956,534.0234375,443.1458333333333,609.8203125,453.1041666666667,601.1407738924026,502.26637172698975,-0.026311499997973442,False
1762839433.487,1470,956,532.875,443.1458333333333,609.8203125,454.1,600.5928933620453,502.07286071777344,-0.02671644650399685,False
1762839433.574,1470,956,532.9681212902069,442.2845687866211,608.507782459259,453.9577424367269,599.1650131344795,500.9473514556885,-0.026936758309602737,False
1762839433.662,1470,956,530.578125,443.1458333333333,607.5234375,454.1,595.0787776708603,502.28996229171753,-0.027072343975305557,False
1762839433.748,1470,956,529.4296875,445.1375,607.5234375,455.0958333333333,592.3780587315559,505.8837056159973,-0.026932300999760628,False
1762839433.834,1470,956,529.4296875,445.1375,607.5234375,456.0916666666667,592.3650035262108,507.490599155426,-0.02673731930553913,False
1762839433.921,1470,956,531.7265625,448.125,610.96875,458.0833333333333,594.284819662571,508.74762296676636,-0.02670913003385067,False
1762839434.007,1470,956,534.0234375,449.12083333333334,612.1171875,458.0833333333333,597.7232891321182,509.1425654888153,-0.026736171916127205,False
1762839434.095,1470,956,534.0234375,449.12083333333334,613.265625,458.0833333333333,599.2549100518227,509.5002417564392,-0.026629120111465454,False
1762839434.181,1470,956,534.0234375,449.12083333333334,613.265625,458.0833333333333,599.4413629174232,510.3332622051239,-0.026452284306287766,False
1762839434.267,1470,956,534.0234375,449.12083333333334,612.1171875,459.07916666666665,599.3963268399239,511.388911485672,-0.02638816274702549,False
1762839434.353,1470,956,534.0234375,450.1166666666667,612.1171875,459.07916666666665,599.6106424927711,511.8179862499237,-0.0262839924544096,False
1762839434.442,1470,956,534.0234375,450.1166666666667,614.4140625,460.075,599.6426671743393,511.49313163757324,-0.026438970118761063,False
1762839434.527,1470,956,532.875,456.0916666666667,614.4140625,464.05833333333334,601.405645608902,511.3392231464386,-0.02595982700586319,False
1762839434.613,1470,956,530.578125,454.1,616.7109375,465.0541666666667,603.4892213344574,509.6641221046448,-0.025712570175528526,False
1762839434.7,1470,956,539.765625,449.12083333333334,617.859375,459.07916666666665,603.327958881855,510.0068690776825,-0.025701407343149185,False
1762839434.786,1470,956,539.6612184047699,447.9439338684082,616.7109375,459.07916666666665,602.239163517952,509.6858322620392,-0.02625795267522335,False
1762839434.872,1470,956,540.9140625,447.12916666666666,616.7109375,459.07916666666665,602.0571792125702,509.0670073032379,-0.026280362159013748,False
1762839434.96,1470,956,539.765625,447.12916666666666,616.7109375,459.07916666666665,601.702761054039,508.87845373153687,-0.026335619390010834,False
1762839435.045,1470,956,536.3203125,447.12916666666666,614.4140625,458.0833333333333,600.526872575283,508.68169474601746,-0.026377929374575615,False
1762839435.132,1470,956,536.3203125,448.125,613.265625,458.0833333333333,599.5563626289368,508.5440831184387,-0.026253996416926384,False
1762839435.218,1470,956,536.3203125,448.125,613.265625,458.0833333333333,599.4590619206429,508.6981625556946,-0.02619984932243824,False
1762839435.304,1470,956,535.171875,448.125,612.1171875,458.0833333333333,599.1080170869827,508.9762918949127,-0.026291925460100174,False
1762839435.392,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.8413491845131,509.15487360954285,-0.02637672983109951,False
1762839435.478,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.8202768564224,509.11190915107727,-0.026381416246294975,False
1762839435.563,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.5130852460861,509.3930015563965,-0.026204369962215424,False
1762839435.651,1470,956,532.7818787097931,447.9904312133789,612.1171875,458.0833333333333,598.3122628927231,509.3539688587189,-0.026389185339212418,False
1762839435.74,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.6884981393814,509.43921399116516,-0.026344412937760353,False
1762839435.792,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.5523384809494,509.27140188217163,-0.026331372559070587,False
1762839435.867,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.6797362565994,509.2831401824951,-0.02625003643333912,False
1762839435.955,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.8084921240807,509.1837635040283,-0.026278246194124222,False
1762839436.041,1470,956,534.0234375,448.125,612.1171875,458.0833333333333,598.793728351593,509.210431098938,-0.026318984106183052,False
1762839436.127,1470,956,534.0234375,447.12916666666666,612.1171875,458.0833333333333,599.3564602732658,509.4245126247406,-0.02614210546016693,False
1762839436.213,1470,956,534.0234375,447.12916666666666,612.1171875,458.0833333333333,599.3787154555321,509.26319646835327,-0.026177246123552322,False
1762839436.3,1470,956,534.0234375,451.1125,612.1171875,462.06666666666666,599.8384952545166,508.40647149086,-0.026214780285954475,False
1762839436.386,1470,956,534.0234375,451.1125,612.1171875,463.0625,600.5164021253586,508.53029346466064,-0.02609958127140999,False
1762839436.473,1470,956,535.171875,452.10833333333335,612.1171875,463.0625,600.9819209575653,508.6215786933899,-0.026037124916911125,False
1762839436.559,1470,956,536.3203125,453.1041666666667,612.1171875,463.0625,601.0386541485786,508.6122336387634,-0.02609519101679325,False
1762839436.645,1470,956,536.3203125,453.1041666666667,613.265625,463.0625,600.793365240097,508.89138865470886,-0.026078086346387863,False
1762839436.732,1470,956,538.6171875,461.0708333333333,613.265625,467.04583333333335,600.3105854988098,509.2841658592224,-0.02568659745156765,False
1762839436.82,1470,956,536.3203125,457.0875,614.4140625,467.04583333333335,600.7634434103966,509.3281559944153,-0.025764446705579758,False
1762839436.906,1470,956,536.3203125,455.0958333333333,614.4140625,465.0541666666667,601.2573507428169,508.7685923576355,-0.025669299066066742,False
1762839436.992,1470,956,537.46875,455.0958333333333,613.265625,465.0541666666667,601.8234121799469,509.1157269477844,-0.02549903653562069,False
